,Locality,Total Count,Total Expenditures,month,year
4425,153 - Prince William,689,629144.9,1,2021
5543,153 - Prince William,957,1026266.8,7,2021
6413,153 - Prince William,831,770325,6,2021
7410,153 - Prince William,683,510203.6,3,2021
8400,153 - Prince William,750,722580.8,5,2021
9518,153 - Prince William,1242,1137405.2,11,2021
10511,153 - Prince William,1185,1124872.4,10,2021
11507,153 - Prince William,1118,1110073.6,9,2021
567,153 - Prince William,1541,1611660.08,4,2022
1690,153 - Prince William,1684,1748582.01,8,2022
2684,153 - Prince William,1786,1969142,12,2022
3553,153 - Prince William,1393,1358135.76,2,2022
4549,153 - Prince William,1330,1404783.76,1,2022
5667,153 - Prince William,1703,1809923.92,7,2022
6537,153 - Prince William,1640,1636643.72,6,2022
7534,153 - Prince William,1436,1318661.6,3,2022
8524,153 - Prince William,1589,1548102.04,5,2022
9643,153 - Prince William,1768,1836197,11,2022
10636,153 - Prince William,1728,1682345.84,10,2022
11632,153 - Prince William,1780,1859865.72,9,2022
692,153 - Prince William,1911,2052536.36,4,2023
1815,153 - Prince William,1965,2120838.23,8,2023
2808,153 - Prince William,1920,2068145.67,12,2023
3678,153 - Prince William,1805,1904768.9,2,2023
4674,153 - Prince William,1764,1984288.01,1,2023
5792,153 - Prince William,1998,2276667.05,7,2023
6662,153 - Prince William,1991,2167701.02,6,2023
7659,153 - Prince William,1863,1741622.14,3,2023
8649,153 - Prince William,1962,1902900.01,5,2023
9767,153 - Prince William,1915,1979208.57,11,2023
10761,153 - Prince William,1900,1907165.47,10,2023
11756,153 - Prince William,2010,2214861.07,9,2023
817,153 - Prince William,1995,2031296.12,4,2024
1941,153 - Prince William,2029,2485119.57,8,2024
2935,153 - Prince William,2016,2044479.01,12,2024
3803,153 - Prince William,1971,2170581.61,2,2024
4797,153 - Prince William,1920,1924132.37,1,2024
5919,153 - Prince William,2081,2253427.41,7,2024
6787,153 - Prince William,1961,2196316.57,6,2024
7783,153 - Prince William,1994,1967191.02,3,2024
8774,153 - Prince William,2023,2098710.75,5,2024
9894,153 - Prince William,1979,2161480.01,11,2024
10886,153 - Prince William,1940,1925925.39,10,2024
11882,153 - Prince William,2046,2139422.17,9,2024
943,153 - Prince William,2041,2008298.01,4,2025
3930,153 - Prince William,2032,2232168.01,2,2025
4924,153 - Prince William,2010,2105593.01,1,2025
6914,153 - Prince William,2037,2116697,6,2025
7909,153 - Prince William,2025,1884517.01,3,2025
8900,153 - Prince William,2018,2122828,5,2025
1068,155 - Pulaski,40,13041,8,2017
2066,155 - Pulaski,38,10597,12,2017
5049,155 - Pulaski,42,15682,7,2017
9025,155 - Pulaski,37,10514,11,2017
10018,155 - Pulaski,39,9898,10,2017
11011,155 - Pulaski,43,12512,9,2017
72,155 - Pulaski,43,10689,4,2018
1193,155 - Pulaski,33,13776,8,2018
2191,155 - Pulaski,27,10222,12,2018
3060,155 - Pulaski,41,13127,2,2018
4055,155 - Pulaski,40,11297,1,2018
5174,155 - Pulaski,32,14921,7,2018
6043,155 - Pulaski,31,9710,6,2018
7039,155 - Pulaski,38,11010,3,2018
8035,155 - Pulaski,36,10166,5,2018
9149,155 - Pulaski,26,10079,11,2018
10143,155 - Pulaski,25,8972,10,2018
11136,155 - Pulaski,25,11100,9,2018
197,155 - Pulaski,33,10077,4,2019
1318,155 - Pulaski,29,10462,8,2019
2315,155 - Pulaski,25,7404,12,2019
3185,155 - Pulaski,27,11931,2,2019
4180,155 - Pulaski,26,10063,1,2019
5298,155 - Pulaski,31,12276,7,2019
6168,155 - Pulaski,33,11788,6,2019
7164,155 - Pulaski,29,11006,3,2019
8160,155 - Pulaski,33,13564,5,2019
9273,155 - Pulaski,26,8823,11,2019
10267,155 - Pulaski,30,9829.2,10,2019
11261,155 - Pulaski,29,9762,9,2019
323,155 - Pulaski,27,5446,4,2020
1442,155 - Pulaski,22,9350.6,8,2020
2436,155 - Pulaski,21,6205.2,12,2020
3310,155 - Pulaski,24,8588,2,2020
4305,155 - Pulaski,24,8190,1,2020
5421,155 - Pulaski,28,11410.8,7,2020
6291,155 - Pulaski,19,6465,6,2020
7290,155 - Pulaski,24,6606,3,2020
8282,155 - Pulaski,13,4096,5,2020
9395,155 - Pulaski,19,6695.2,11,2020
10388,155 - Pulaski,21,7146.2,10,2020
11383,155 - Pulaski,24,9884.8,9,2020
444,155 - Pulaski,17,6417.6,4,2021
1566,155 - Pulaski,26,13108.6,8,2021
2560,155 - Pulaski,41,20404,12,2021
3431,155 - Pulaski,16,4466,2,2021
4426,155 - Pulaski,14,5400.4,1,2021
5544,155 - Pulaski,26,12673.2,7,2021
6414,155 - Pulaski,23,9976.8,6,2021
7411,155 - Pulaski,17,4811.8,3,2021
8401,155 - Pulaski,17,6680.2,5,2021
9519,155 - Pulaski,41,16139.6,11,2021
10512,155 - Pulaski,31,14161,10,2021
11508,155 - Pulaski,37,13295.4,9,2021
568,155 - Pulaski,43,20277.2,4,2022
1691,155 - Pulaski,33,19875,8,2022
2685,155 - Pulaski,35,26420,12,2022
3554,155 - Pulaski,39,16933.2,2,2022
4550,155 - Pulaski,37,21416.4,1,2022
5668,155 - Pulaski,47,23384.6,7,2022
6538,155 - Pulaski,44,21909,6,2022
7535,155 - Pulaski,36,16912,3,2022
8525,155 - Pulaski,41,18993.8,5,2022
9644,155 - Pulaski,38,24964,11,2022
10637,155 - Pulaski,37,16453,10,2022
11633,155 - Pulaski,47,22729.2,9,2022
693,155 - Pulaski,50,31066,4,2023
1816,155 - Pulaski,57,36414.56,8,2023
2809,155 - Pulaski,54,39525.52,12,2023
3679,155 - Pulaski,49,29271,2,2023
4675,155 - Pulaski,38,28210,1,2023
5793,155 - Pulaski,51,37797.89,7,2023
6663,155 - Pulaski,49,32876,6,2023
7660,155 - Pulaski,47,27534,3,2023
8650,155 - Pulaski,45,25013,5,2023
9768,155 - Pulaski,49,32360.76,11,2023
10762,155 - Pulaski,54,27917.74,10,2023
11757,155 - Pulaski,56,33437.62,9,2023
818,155 - Pulaski,87,55378,4,2024
1942,155 - Pulaski,96,83277,8,2024
2936,155 - Pulaski,97,70288,12,2024
3804,155 - Pulaski,69,45208,2,2024
4798,155 - Pulaski,63,40408.86,1,2024
5920,155 - Pulaski,86,60968,7,2024
6788,155 - Pulaski,81,58593,6,2024
7784,155 - Pulaski,75,44654,3,2024
8775,155 - Pulaski,77,52347,5,2024
9895,155 - Pulaski,94,68586,11,2024
10887,155 - Pulaski,89,58647,10,2024
11883,155 - Pulaski,96,60816,9,2024
944,155 - Pulaski,91,66283,4,2025
3931,155 - Pulaski,106,75261,2,2025
4925,155 - Pulaski,98,71129,1,2025
6915,155 - Pulaski,107,80055,6,2025
7910,155 - Pulaski,94,62384,3,2025
8901,155 - Pulaski,108,75888,5,2025
1069,157 - Rappahannock,13,5665,8,2017
2067,157 - Rappahannock,REDACTED,2485,12,2017
5050,157 - Rappahannock,11,4704,7,2017
9026,157 - Rappahannock,REDACTED,3391,11,2017
10019,157 - Rappahannock,12,4192,10,2017
11012,157 - Rappahannock,13,6019,9,2017
73,157 - Rappahannock,10,3916,4,2018
1194,157 - Rappahannock,REDACTED,2937,8,2018
2192,157 - Rappahannock,17,7152,12,2018
3061,157 - Rappahannock,REDACTED,1544,2,2018
4056,157 - Rappahannock,REDACTED,1748,1,2018
5175,157 - Rappahannock,REDACTED,2977,7,2018
6044,157 - Rappahannock,REDACTED,2895,6,2018
7040,157 - Rappahannock,REDACTED,1723,3,2018
8036,157 - Rappahannock,REDACTED,3162,5,2018
9150,157 - Rappahannock,16,7756,11,2018
10144,157 - Rappahannock,18,11213,10,2018
11137,157 - Rappahannock,13,6015,9,2018
198,157 - Rappahannock,11,4730,4,2019
1319,157 - Rappahannock,20,12695,8,2019
2316,157 - Rappahannock,28,11162,12,2019
3186,157 - Rappahannock,17,7269,2,2019
4181,157 - Rappahannock,17,6227,1,2019
5299,157 - Rappahannock,19,10175,7,2019
6169,157 - Rappahannock,18,8021,6,2019
7165,157 - Rappahannock,17,6872,3,2019
8161,157 - Rappahannock,18,6358,5,2019
9274,157 - Rappahannock,29,13739,11,2019
10268,157 - Rappahannock,29,13155,10,2019
11262,157 - Rappahannock,25,10900.2,9,2019
324,157 - Rappahannock,27,6226,4,2020
1443,157 - Rappahannock,25,21164.6,8,2020
2437,157 - Rappahannock,16,7156.4,12,2020
3311,157 - Rappahannock,26,12618,2,2020
4306,157 - Rappahannock,26,6772,1,2020
5422,157 - Rappahannock,25,9045.6,7,2020
6292,157 - Rappahannock,22,9628,6,2020
7291,157 - Rappahannock,27,11496,3,2020
8283,157 - Rappahannock,17,3342,5,2020
9396,157 - Rappahannock,18,7726.4,11,2020
10389,157 - Rappahannock,24,15975.8,10,2020
11384,157 - Rappahannock,18,5138,9,2020
445,157 - Rappahannock,16,6179.8,4,2021
1567,157 - Rappahannock,43,34637.8,8,2021
2561,157 - Rappahannock,41,29709,12,2021
3432,157 - Rappahannock,16,5180.4,2,2021
4427,157 - Rappahannock,16,7105.6,1,2021
5545,157 - Rappahannock,36,21742.8,7,2021
6415,157 - Rappahannock,24,9976.8,6,2021
7412,157 - Rappahannock,17,4843.4,3,2021
8402,157 - Rappahannock,16,7026,5,2021
9520,157 - Rappahannock,41,27643.8,11,2021
10513,157 - Rappahannock,40,26210,10,2021
11509,157 - Rappahannock,42,28244.2,9,2021
569,157 - Rappahannock,51,37429,4,2022
1692,157 - Rappahannock,46,32786.6,8,2022
2686,157 - Rappahannock,49,36993,12,2022
3555,157 - Rappahannock,46,29125,2,2022
4551,157 - Rappahannock,44,31828.8,1,2022
5669,157 - Rappahannock,47,37671.8,7,2022
6539,157 - Rappahannock,49,34350,6,2022
7536,157 - Rappahannock,50,30377.8,3,2022
8526,157 - Rappahannock,48,32230.4,5,2022
9645,157 - Rappahannock,44,34129,11,2022
10638,157 - Rappahannock,42,32031.6,10,2022
11634,157 - Rappahannock,48,35042.4,9,2022
694,157 - Rappahannock,48,38249,4,2023
1817,157 - Rappahannock,61,49791,8,2023
2810,157 - Rappahannock,44,34119,12,2023
3680,157 - Rappahannock,49,33831,2,2023
4676,157 - Rappahannock,48,37117,1,2023
5794,157 - Rappahannock,61,56763,7,2023
6664,157 - Rappahannock,50,40260,6,2023
7661,157 - Rappahannock,50,36741,3,2023
8651,157 - Rappahannock,48,33416,5,2023
9769,157 - Rappahannock,41,39205,11,2023
10763,157 - Rappahannock,48,33228,10,2023
11758,157 - Rappahannock,57,45920,9,2023
819,157 - Rappahannock,43,31762,4,2024
1943,157 - Rappahannock,54,49950,8,2024
2937,157 - Rappahannock,61,44849,12,2024
3805,157 - Rappahannock,43,40306,2,2024
4799,157 - Rappahannock,42,32514,1,2024
5921,157 - Rappahannock,53,43077,7,2024
6789,157 - Rappahannock,51,35659,6,2024
7785,157 - Rappahannock,47,36124,3,2024
8776,157 - Rappahannock,44,35263,5,2024
9896,157 - Rappahannock,62,46819,11,2024
10888,157 - Rappahannock,62,45164,10,2024
11884,157 - Rappahannock,61,45073,9,2024
945,157 - Rappahannock,58,39663,4,2025
3932,157 - Rappahannock,62,49653,2,2025
4926,157 - Rappahannock,63,48846,1,2025
6916,157 - Rappahannock,58,37378,6,2025
7911,157 - Rappahannock,59,40114,3,2025
8902,157 - Rappahannock,55,40264,5,2025
1070,159 - Richmond County,REDACTED,3726,8,2017
2068,159 - Richmond County,REDACTED,2558,12,2017
5051,159 - Richmond County,REDACTED,2805,7,2017
9027,159 - Richmond County,REDACTED,1953,11,2017
10020,159 - Richmond County,10,2371,10,2017
11013,159 - Richmond County,REDACTED,3931,9,2017
74,159 - Richmond County,REDACTED,3591,4,2018
1195,159 - Richmond County,REDACTED,5475,8,2018
2193,159 - Richmond County,REDACTED,3010,12,2018
3062,159 - Richmond County,REDACTED,2842,2,2018
4057,159 - Richmond County,REDACTED,2764,1,2018
5176,159 - Richmond County,11,5950,7,2018
6045,159 - Richmond County,12,4654,6,2018
7041,159 - Richmond County,REDACTED,3072,3,2018
8037,159 - Richmond County,REDACTED,3796,5,2018
9151,159 - Richmond County,REDACTED,3155,11,2018
10145,159 - Richmond County,REDACTED,3142,10,2018
11138,159 - Richmond County,REDACTED,5182,9,2018
199,159 - Richmond County,REDACTED,4319,4,2019
1320,159 - Richmond County,19,11035,8,2019
2317,159 - Richmond County,16,9298,12,2019
3187,159 - Richmond County,REDACTED,4933,2,2019
4182,159 - Richmond County,REDACTED,2869,1,2019
5300,159 - Richmond County,13,6049,7,2019
6170,159 - Richmond County,10,5900,6,2019
7166,159 - Richmond County,REDACTED,4829,3,2019
8162,159 - Richmond County,REDACTED,4352,5,2019
9275,159 - Richmond County,17,8578,11,2019
10269,159 - Richmond County,18,10144,10,2019
11263,159 - Richmond County,19,10276,9,2019
325,159 - Richmond County,19,8967,4,2020
1444,159 - Richmond County,18,9602,8,2020
2438,159 - Richmond County,21,14008,12,2020
3312,159 - Richmond County,21,9630,2,2020
4307,159 - Richmond County,17,9230,1,2020
5423,159 - Richmond County,16,10113,7,2020
6293,159 - Richmond County,17,8070,6,2020
7292,159 - Richmond County,20,9809,3,2020
8284,159 - Richmond County,17,6029,5,2020
9397,159 - Richmond County,16,8599,11,2020
10390,159 - Richmond County,20,9862,10,2020
11385,159 - Richmond County,15,7393,9,2020
446,159 - Richmond County,14,7535,4,2021
1568,159 - Richmond County,18,11668,8,2021
2562,159 - Richmond County,21,12075.4,12,2021
3433,159 - Richmond County,14,7038,2,2021
4428,159 - Richmond County,14,8524,1,2021
5546,159 - Richmond County,18,10334,7,2021
6416,159 - Richmond County,15,8482,6,2021
7413,159 - Richmond County,14,6121,3,2021
8403,159 - Richmond County,15,8218,5,2021
9521,159 - Richmond County,18,7486,11,2021
10514,159 - Richmond County,15,7769,10,2021
11510,159 - Richmond County,18,9058,9,2021
570,159 - Richmond County,20,11196.2,4,2022
1693,159 - Richmond County,21,12520.2,8,2022
2687,159 - Richmond County,16,14344,12,2022
3556,159 - Richmond County,18,9462.2,2,2022
4552,159 - Richmond County,17,11511.6,1,2022
5670,159 - Richmond County,20,13803.4,7,2022
6540,159 - Richmond County,20,11372.4,6,2022
7537,159 - Richmond County,21,12687,3,2022
8527,159 - Richmond County,19,12577.6,5,2022
9646,159 - Richmond County,17,13420,11,2022
10639,159 - Richmond County,15,9484.4,10,2022
11635,159 - Richmond County,23,12963.6,9,2022
695,159 - Richmond County,20,19504,4,2023
1818,159 - Richmond County,37,30431,8,2023
2811,159 - Richmond County,27,26120,12,2023
3681,159 - Richmond County,17,15868,2,2023
4677,159 - Richmond County,17,15929,1,2023
5795,159 - Richmond County,38,30227,7,2023
6665,159 - Richmond County,32,25994,6,2023
7662,159 - Richmond County,19,14843,3,2023
8652,159 - Richmond County,25,22816,5,2023
9770,159 - Richmond County,26,25669,11,2023
10764,159 - Richmond County,27,24898,10,2023
11759,159 - Richmond County,39,29184,9,2023
820,159 - Richmond County,37,36868,4,2024
1944,159 - Richmond County,39,35399,8,2024
2938,159 - Richmond County,40,30770,12,2024
3806,159 - Richmond County,35,30169,2,2024
4800,159 - Richmond County,29,26180,1,2024
5922,159 - Richmond County,34,27895,7,2024
6790,159 - Richmond County,39,38255,6,2024
7786,159 - Richmond County,36,30169,3,2024
8777,159 - Richmond County,38,35816,5,2024
9897,159 - Richmond County,39,35447,11,2024
10889,159 - Richmond County,34,30585,10,2024
11885,159 - Richmond County,36,30779,9,2024
946,159 - Richmond County,39,30200,4,2025
3933,159 - Richmond County,33,29841,2,2025
4927,159 - Richmond County,38,31280,1,2025
6917,159 - Richmond County,34,28304,6,2025
7912,159 - Richmond County,35,29156,3,2025
8903,159 - Richmond County,37,30117,5,2025
1071,161 - Roanoke County,356,173365,8,2017
2069,161 - Roanoke County,335,146798,12,2017
5052,161 - Roanoke County,357,154325,7,2017
9028,161 - Roanoke County,342,140532,11,2017
10021,161 - Roanoke County,363,130077,10,2017
11014,161 - Roanoke County,337,155776,9,2017
75,161 - Roanoke County,306,125244,4,2018
1196,161 - Roanoke County,299,166645,8,2018
2194,161 - Roanoke County,258,127011,12,2018
3063,161 - Roanoke County,343,158190,2,2018
4058,161 - Roanoke County,337,143148,1,2018
5177,161 - Roanoke County,301,154103,7,2018
6046,161 - Roanoke County,305,126189,6,2018
7042,161 - Roanoke County,305,123216,3,2018
8038,161 - Roanoke County,311,123309,5,2018
9152,161 - Roanoke County,272,138792,11,2018
10146,161 - Roanoke County,303,127423,10,2018
11139,161 - Roanoke County,314,164684,9,2018
200,161 - Roanoke County,300,148075,4,2019
1321,161 - Roanoke County,325,200520,8,2019
2318,161 - Roanoke County,337,153627.34,12,2019
3188,161 - Roanoke County,275,143526,2,2019
4183,161 - Roanoke County,270,126571,1,2019
5301,161 - Roanoke County,326,158832.8,7,2019
6171,161 - Roanoke County,325,166364,6,2019
7167,161 - Roanoke County,295,132272,3,2019
8163,161 - Roanoke County,319,157100,5,2019
9276,161 - Roanoke County,343,172506.42,11,2019
10270,161 - Roanoke County,349,157015.68,10,2019
11264,161 - Roanoke County,326,169752.1,9,2019
326,161 - Roanoke County,345,151088.4,4,2020
1445,161 - Roanoke County,291,161574.2,8,2020
2439,161 - Roanoke County,275,121476.31,12,2020
3313,161 - Roanoke County,355,180130.02,2,2020
4308,161 - Roanoke County,352,170225.58,1,2020
5424,161 - Roanoke County,300,209192.8,7,2020
6294,161 - Roanoke County,292,176796.4,6,2020
7293,161 - Roanoke County,349,150047.5,3,2020
8285,161 - Roanoke County,274,153335.4,5,2020
9398,161 - Roanoke County,260,118119.06,11,2020
10391,161 - Roanoke County,295,128859,10,2020
11386,161 - Roanoke County,299,157558.1,9,2020
447,161 - Roanoke County,280,136231.63,4,2021
1569,161 - Roanoke County,350,225478.42,8,2021
2563,161 - Roanoke County,345,197297.84,12,2021
3434,161 - Roanoke County,278,121076.06,2,2021
4429,161 - Roanoke County,270,136431.04,1,2021
5547,161 - Roanoke County,341,220385.25,7,2021
6417,161 - Roanoke County,306,159727.88,6,2021
7414,161 - Roanoke County,272,121127.32,3,2021
8404,161 - Roanoke County,288,154384.69,5,2021
9522,161 - Roanoke County,346,180430.92,11,2021
10515,161 - Roanoke County,353,187234.2,10,2021
11511,161 - Roanoke County,374,198998.84,9,2021
571,161 - Roanoke County,376,221638.63,4,2022
1694,161 - Roanoke County,456,281159.12,8,2022
2688,161 - Roanoke County,496,367771.72,12,2022
3557,161 - Roanoke County,362,194572.61,2,2022
4553,161 - Roanoke County,359,215337.86,1,2022
5671,161 - Roanoke County,432,262305.48,7,2022
6541,161 - Roanoke County,417,227744.21,6,2022
7538,161 - Roanoke County,356,184845.82,3,2022
8528,161 - Roanoke County,402,217102.57,5,2022
9647,161 - Roanoke County,484,316905.07,11,2022
10640,161 - Roanoke County,448,242378.2,10,2022
11636,161 - Roanoke County,487,274146.04,9,2022
696,161 - Roanoke County,558,403058.81,4,2023
1819,161 - Roanoke County,583,419549.49,8,2023
2812,161 - Roanoke County,597,416704.16,12,2023
3682,161 - Roanoke County,515,351740.36,2,2023
4678,161 - Roanoke County,501,373926.9,1,2023
5796,161 - Roanoke County,584,439767.81,7,2023
6666,161 - Roanoke County,567,410338.79,6,2023
7663,161 - Roanoke County,538,329971.38,3,2023
8653,161 - Roanoke County,548,335606.27,5,2023
9771,161 - Roanoke County,585,403778.68,11,2023
10765,161 - Roanoke County,588,388930.75,10,2023
11760,161 - Roanoke County,610,419070.74,9,2023
821,161 - Roanoke County,624,441763.55,4,2024
1945,161 - Roanoke County,721,594223.44,8,2024
2939,161 - Roanoke County,690,448162,12,2024
3807,161 - Roanoke County,622,454691.87,2,2024
4801,161 - Roanoke County,594,415015.49,1,2024
5923,161 - Roanoke County,693,492402.25,7,2024
6791,161 - Roanoke County,670,494367.76,6,2024
7787,161 - Roanoke County,618,421638.33,3,2024
8778,161 - Roanoke County,643,457861.63,5,2024
9898,161 - Roanoke County,683,485346,11,2024
10890,161 - Roanoke County,674,449787.98,10,2024
11886,161 - Roanoke County,723,492525.73,9,2024
947,161 - Roanoke County,696,452201,4,2025
3934,161 - Roanoke County,669,487604,2,2025
4928,161 - Roanoke County,700,480484,1,2025
6918,161 - Roanoke County,700,490431,6,2025
7913,161 - Roanoke County,677,415324,3,2025
8904,161 - Roanoke County,679,468785,5,2025
1072,163 - Rockbridge,REDACTED,795,8,2017
2070,163 - Rockbridge,REDACTED,904,12,2017
5053,163 - Rockbridge,REDACTED,1346,7,2017
9029,163 - Rockbridge,REDACTED,1066,11,2017
10022,163 - Rockbridge,REDACTED,731,10,2017
11015,163 - Rockbridge,REDACTED,595,9,2017
76,163 - Rockbridge,REDACTED,1155,4,2018
1197,163 - Rockbridge,REDACTED,3319,8,2018
2195,163 - Rockbridge,REDACTED,2369,12,2018
3064,163 - Rockbridge,REDACTED,828,2,2018
4059,163 - Rockbridge,REDACTED,576,1,2018
5178,163 - Rockbridge,10,4042,7,2018
6047,163 - Rockbridge,REDACTED,3014,6,2018
7043,163 - Rockbridge,REDACTED,808,3,2018
8039,163 - Rockbridge,REDACTED,1999,5,2018
9153,163 - Rockbridge,REDACTED,1973,11,2018
10147,163 - Rockbridge,REDACTED,1659,10,2018
11140,163 - Rockbridge,REDACTED,2475,9,2018
201,163 - Rockbridge,REDACTED,3126,4,2019
1322,163 - Rockbridge,13,6628,8,2019
2319,163 - Rockbridge,20,8033.8,12,2019
3189,163 - Rockbridge,REDACTED,2429,2,2019
4184,163 - Rockbridge,REDACTED,1350,1,2019
5302,163 - Rockbridge,12,6715,7,2019
6172,163 - Rockbridge,14,6396,6,2019
7168,163 - Rockbridge,REDACTED,2740,3,2019
8164,163 - Rockbridge,13,6166,5,2019
9277,163 - Rockbridge,21,9594.6,11,2019
10271,163 - Rockbridge,15,6350.6,10,2019
11265,163 - Rockbridge,11,3827,9,2019
327,163 - Rockbridge,15,3378.6,4,2020
1446,163 - Rockbridge,16,13768,8,2020
2440,163 - Rockbridge,REDACTED,4685.2,12,2020
3314,163 - Rockbridge,20,8500.6,2,2020
4309,163 - Rockbridge,20,5922,1,2020
5425,163 - Rockbridge,REDACTED,2981,7,2020
6295,163 - Rockbridge,20,4506.2,6,2020
7294,163 - Rockbridge,15,5819.6,3,2020
8286,163 - Rockbridge,12,6297,5,2020
9399,163 - Rockbridge,REDACTED,4275.32,11,2020
10392,163 - Rockbridge,REDACTED,2966,10,2020
11387,163 - Rockbridge,15,12176,9,2020
448,163 - Rockbridge,11,6132.96,4,2021
1570,163 - Rockbridge,15,8976.2,8,2021
2564,163 - Rockbridge,12,6830.79,12,2021
3435,163 - Rockbridge,10,5499.62,2,2021
4430,163 - Rockbridge,REDACTED,3468.12,1,2021
5548,163 - Rockbridge,17,10939.14,7,2021
