Locality,Total Count,Total Expenditures,month,year,,,
Culpeper,484,357257,5,2023,,,
Culpeper,505,405580,6,2023,,,
Culpeper,490,487362,7,2023,,,
Culpeper,485,417497,8,2023,,,
Culpeper,506,365069,9,2023,,,
Culpeper,494,374522,10,2023,,,
Culpeper,500,404641,11,2023,,,
Culpeper,494,412871,12,2023,,,
Culpeper,493,378956,1,2024,,,
Culpeper,509,435508,2,2024,,,
Culpeper,508,404548,3,2024,,,
Culpeper,504,399972,4,2024,,,
Culpeper,525,428505,5,2024,,,
Culpeper,529,452497,6,2024,,,
Culpeper,470,446496,7,2024,,,
Culpeper,452,442279,8,2024,,,
Culpeper,443,316154,9,2024,,,
Culpeper,437,326838,10,2024,,,
Culpeper,437,358791,11,2024,,,
Culpeper,429,332958,12,2024,,,
Culpeper,440,360515,1,2025,,,
Culpeper,432,376384,2,2025,,,
Culpeper,428,305412,3,2025,,,
Culpeper,443,333568,4,2025,,,
Culpeper,456,380081,5,2025,,,
Culpeper,459,369707,6,2025,,,
Cumberland,REDACTED,2027,7,2017,,,
Cumberland,12,7261,8,2017,,,
Cumberland,12,4353,9,2017,,,
Cumberland,REDACTED,2453,10,2017,,,
Cumberland,REDACTED,1934,11,2017,,,
Cumberland,REDACTED,2052,12,2017,,,
Cumberland,REDACTED,2255,1,2018,,,
Cumberland,REDACTED,1233,2,2018,,,
Cumberland,REDACTED,872,3,2018,,,
Cumberland,REDACTED,1204,4,2018,,,
Cumberland,12,2316,5,2018,,,
Cumberland,14,4054,6,2018,,,
Cumberland,16,8717,7,2018,,,
Cumberland,24,9421,8,2018,,,
Cumberland,19,7450,9,2018,,,
Cumberland,REDACTED,4456,10,2018,,,
Cumberland,REDACTED,5138,11,2018,,,
Cumberland,REDACTED,4418,12,2018,,,
Cumberland,12,4217,1,2019,,,
Cumberland,10,4293,2,2019,,,
Cumberland,10,4085,3,2019,,,
Cumberland,12,5618,4,2019,,,
Cumberland,15,6449,5,2019,,,
Cumberland,15,7001,6,2019,,,
Cumberland,21,14130,7,2019,,,
Cumberland,21,9936,8,2019,,,
Cumberland,25,11402,9,2019,,,
Cumberland,18,6059,10,2019,,,
Cumberland,14,6854,11,2019,,,
Cumberland,15,6593,12,2019,,,
Cumberland,19,7982,1,2020,,,
Cumberland,23,8291,2,2020,,,
Cumberland,19,7173,3,2020,,,
Cumberland,16,5865,4,2020,,,
Cumberland,14,4724,5,2020,,,
Cumberland,15,7413,6,2020,,,
Cumberland,15,11046,7,2020,,,
Cumberland,15,9116,8,2020,,,
Cumberland,15,6934,9,2020,,,
Cumberland,REDACTED,4035,10,2020,,,
Cumberland,REDACTED,3726,11,2020,,,
Cumberland,REDACTED,4159,12,2020,,,
Cumberland,REDACTED,3268,1,2021,,,
Cumberland,REDACTED,2714,2,2021,,,
Cumberland,REDACTED,2249,3,2021,,,
Cumberland,REDACTED,1474,4,2021,,,
Cumberland,REDACTED,1897,5,2021,,,
Cumberland,REDACTED,938,6,2021,,,
Cumberland,REDACTED,1034,7,2021,,,
Cumberland,REDACTED,1232,8,2021,,,
Cumberland,REDACTED,1366,9,2021,,,
Cumberland,REDACTED,1956,10,2021,,,
Cumberland,REDACTED,1776,11,2021,,,
Cumberland,REDACTED,5317,12,2021,,,
Cumberland,REDACTED,2221,1,2022,,,
Cumberland,10,4122,2,2022,,,
Cumberland,13,6172,3,2022,,,
Cumberland,REDACTED,3981,4,2022,,,
Cumberland,REDACTED,2639,5,2022,,,
Cumberland,REDACTED,2920,6,2022,,,
Cumberland,11,5223,7,2022,,,
Cumberland,REDACTED,4389,8,2022,,,
Cumberland,REDACTED,2231,9,2022,,,
Cumberland,REDACTED,2707,10,2022,,,
Cumberland,REDACTED,4393,11,2022,,,
Cumberland,REDACTED,4587,12,2022,,,
Cumberland,REDACTED,5326,1,2023,,,
Cumberland,REDACTED,4390,2,2023,,,
Cumberland,REDACTED,2920,3,2023,,,
Cumberland,REDACTED,4208,4,2023,,,
Cumberland,REDACTED,1510,5,2023,,,
Cumberland,REDACTED,7285,6,2023,,,
Cumberland,REDACTED,5144,7,2023,,,
Cumberland,REDACTED,710,8,2023,,,
Cumberland,REDACTED,1728,10,2023,,,
Cumberland,REDACTED,1816,11,2023,,,
Cumberland,REDACTED,1816,12,2023,,,
Cumberland,REDACTED,1728,1,2024,,,
Cumberland,REDACTED,1947,2,2024,,,
Cumberland,REDACTED,2041,3,2024,,,
Cumberland,REDACTED,1543,4,2024,,,
Cumberland,REDACTED,2642,5,2024,,,
Cumberland,REDACTED,5089,6,2024,,,
Cumberland,REDACTED,5914,7,2024,,,
Cumberland,10,9215,8,2024,,,
Cumberland,REDACTED,4819,9,2024,,,
Cumberland,REDACTED,4752,10,2024,,,
Cumberland,REDACTED,7143,11,2024,,,
Cumberland,REDACTED,6157,12,2024,,,
Cumberland,REDACTED,6642,1,2025,,,
Cumberland,REDACTED,6770,2,2025,,,
Cumberland,REDACTED,5060,3,2025,,,
Cumberland,REDACTED,7388,4,2025,,,
Cumberland,11,8852,5,2025,,,
Cumberland,REDACTED,6523,6,2025,,,
Danville,246,82356,7,2017,,,
Danville,215,51089,8,2017,,,
Danville,205,51365,9,2017,,,
Danville,202,39204,10,2017,,,
Danville,204,46826,11,2017,,,
Danville,199,51682,12,2017,,,
Danville,176,38812,1,2018,,,
Danville,184,44753,2,2018,,,
Danville,179,40138,3,2018,,,
Danville,183,41358,4,2018,,,
Danville,168,36652,5,2018,,,
Danville,188,45415,6,2018,,,
Danville,176,67048,7,2018,,,
Danville,188,55349,8,2018,,,
Danville,188,55753,9,2018,,,
Danville,188,49943,10,2018,,,
Danville,183,50524,11,2018,,,
Danville,181,60218,12,2018,,,
Danville,179,43055,1,2019,,,
Danville,187,54019,2,2019,,,
Danville,186,48574,3,2019,,,
Danville,183,52444,4,2019,,,
Danville,175,50115,5,2019,,,
Danville,175,54242,6,2019,,,
Danville,173,72093,7,2019,,,
Danville,195,71193.6,8,2019,,,
Danville,213,69376.8,9,2019,,,
Danville,234,73695,10,2019,,,
Danville,235,78002.6,11,2019,,,
Danville,230,70613.6,12,2019,,,
Danville,227,59690.4,1,2020,,,
Danville,231,78625.2,2,2020,,,
Danville,236,65931.6,3,2020,,,
Danville,243,64473.2,4,2020,,,
Danville,173,46923,5,2020,,,
Danville,157,55695,6,2020,,,
Danville,189,95106,7,2020,,,
Danville,136,36361,8,2020,,,
Danville,160,66010.8,9,2020,,,
Danville,163,47759.8,10,2020,,,
Danville,147,52379.6,11,2020,,,
Danville,150,45113,12,2020,,,
Danville,138,44579,1,2021,,,
Danville,143,44553,2,2021,,,
Danville,143,37426,3,2021,,,
Danville,135,44643,4,2021,,,
Danville,129,46513,5,2021,,,
Danville,128,44822,6,2021,,,
Danville,150,77397,7,2021,,,
Danville,162,76502,8,2021,,,
Danville,183,71956,9,2021,,,
Danville,155,62702.5,10,2021,,,
Danville,187,64664.5,11,2021,,,
Danville,206,83290,12,2021,,,
Danville,208,95178,1,2022,,,
Danville,214,81144,2,2022,,,
Danville,215,78230.5,3,2022,,,
Danville,226,96568.5,4,2022,,,
Danville,248,96286.5,5,2022,,,
Danville,269,111226.73,6,2022,,,
Danville,289,144882.42,7,2022,,,
Danville,282,123015.81,8,2022,,,
Danville,297,120856.03,9,2022,,,
Danville,292,113835.08,10,2022,,,
Danville,314,197345.06,11,2022,,,
Danville,326,224603.42,12,2022,,,
Danville,308,223759.52,1,2023,,,
Danville,319,205379.96,2,2023,,,
Danville,322,191662.24,3,2023,,,
Danville,328,228574.41,4,2023,,,
Danville,341,203906.84,5,2023,,,
Danville,330,227751.52,6,2023,,,
Danville,332,254695.22,7,2023,,,
Danville,326,230440.18,8,2023,,,
Danville,359,247187.27,9,2023,,,
Danville,341,233829.03,10,2023,,,
Danville,356,241457,11,2023,,,
Danville,334,224736.42,12,2023,,,
Danville,298,179164.99,1,2024,,,
Danville,292,204002.16,2,2024,,,
Danville,285,181336.9,3,2024,,,
Danville,278,184591.86,4,2024,,,
Danville,267,181906.24,5,2024,,,
Danville,256,183520.53,6,2024,,,
Danville,275,201785.23,7,2024,,,
Danville,279,227964.92,8,2024,,,
Danville,273,179435.07,9,2024,,,
Danville,242,156554.54,10,2024,,,
Danville,240,163401,11,2024,,,
Danville,244,151877,12,2024,,,
Danville,264,171984,1,2025,,,
Danville,271,181511,2,2025,,,
Danville,288,171912,3,2025,,,
Danville,286,182070,4,2025,,,
Danville,288,200450,5,2025,,,
Danville,287,198775,6,2025,,,
Dickenson,12,2785,7,2017,,,
Dickenson,15,3385,8,2017,,,
Dickenson,17,4461,9,2017,,,
Dickenson,15,2453,10,2017,,,
Dickenson,14,3080,11,2017,,,
Dickenson,13,2094,12,2017,,,
Dickenson,13,1659,1,2018,,,
Dickenson,11,2021,2,2018,,,
Dickenson,11,1505,3,2018,,,
Dickenson,10,1800,4,2018,,,
Dickenson,11,2064,5,2018,,,
Dickenson,13,2268,6,2018,,,
Dickenson,10,3495,7,2018,,,
Dickenson,13,4045,8,2018,,,
Dickenson,11,1683,9,2018,,,
Dickenson,REDACTED,1153,10,2018,,,
Dickenson,10,2660,11,2018,,,
Dickenson,10,1194,12,2018,,,
Dickenson,REDACTED,784,1,2019,,,
Dickenson,REDACTED,710,2,2019,,,
Dickenson,REDACTED,6746,3,2019,,,
Dickenson,REDACTED,1863,4,2019,,,
Dickenson,REDACTED,2161,5,2019,,,
Dickenson,10,4394,6,2019,,,
Dickenson,13,5531,7,2019,,,
Dickenson,14,6123,8,2019,,,
Dickenson,12,4507,9,2019,,,
Dickenson,13,3994,10,2019,,,
Dickenson,12,4150,11,2019,,,
Dickenson,12,3418,12,2019,,,
Dickenson,12,3090,1,2020,,,
Dickenson,11,3321,2,2020,,,
Dickenson,11,2497,3,2020,,,
Dickenson,11,960,4,2020,,,
Dickenson,10,2693,5,2020,,,
Dickenson,REDACTED,4484,6,2020,,,
Dickenson,REDACTED,2477,7,2020,,,
Dickenson,REDACTED,3827,8,2020,,,
Dickenson,REDACTED,512,9,2020,,,
Dickenson,REDACTED,154,6,2021,,,
Dickenson,REDACTED,506,7,2021,,,
Dickenson,REDACTED,660,8,2021,,,
Dickenson,REDACTED,968,9,2021,,,
Dickenson,REDACTED,968,10,2021,,,
Dickenson,REDACTED,1503,11,2021,,,
Dickenson,REDACTED,2072,12,2021,,,
Dickenson,REDACTED,2537,1,2022,,,
Dickenson,REDACTED,2600,2,2022,,,
Dickenson,REDACTED,2892,3,2022,,,
Dickenson,REDACTED,3324,4,2022,,,
Dickenson,REDACTED,3367,5,2022,,,
Dickenson,13,5126,6,2022,,,
Dickenson,14,5978,7,2022,,,
Dickenson,13,5790,8,2022,,,
Dickenson,13,6232,9,2022,,,
Dickenson,12,4151,10,2022,,,
Dickenson,10,7587,11,2022,,,
Dickenson,12,7961,12,2022,,,
Dickenson,14,9233,1,2023,,,
Dickenson,13,9702,2,2023,,,
Dickenson,13,7798,3,2023,,,
Dickenson,15,10006,4,2023,,,
Dickenson,14,8923,5,2023,,,
Dickenson,16,10097,6,2023,,,
Dickenson,19,11774,7,2023,,,
Dickenson,21,12459,8,2023,,,
Dickenson,21,11590,9,2023,,,
Dickenson,16,9347,10,2023,,,
Dickenson,16,8848,11,2023,,,
Dickenson,15,8173,12,2023,,,
Dickenson,14,7736,1,2024,,,
Dickenson,12,7407,2,2024,,,
Dickenson,12,6317,3,2024,,,
Dickenson,11,6090,4,2024,,,
Dickenson,REDACTED,5236,5,2024,,,
Dickenson,10,5148,6,2024,,,
Dickenson,10,4922,7,2024,,,
Dickenson,14,8007,8,2024,,,
Dickenson,REDACTED,4176,9,2024,,,
Dickenson,REDACTED,3396,10,2024,,,
Dickenson,REDACTED,3632,11,2024,,,
Dickenson,REDACTED,4047,12,2024,,,
Dickenson,REDACTED,4178,1,2025,,,
Dickenson,REDACTED,3931,2,2025,,,
Dickenson,REDACTED,2848,3,2025,,,
Dickenson,REDACTED,2924,4,2025,,,
Dickenson,REDACTED,4077,5,2025,,,
Dickenson,REDACTED,3969,6,2025,,,
Dinwiddie,33,13634,7,2017,,,
Dinwiddie,33,13267,8,2017,,,
Dinwiddie,36,12014,9,2017,,,
Dinwiddie,31,7632,10,2017,,,
Dinwiddie,25,6933,11,2017,,,
Dinwiddie,22,7156,12,2017,,,
Dinwiddie,26,7410,1,2018,,,
Dinwiddie,24,8336,2,2018,,,
Dinwiddie,25,8942,3,2018,,,
Dinwiddie,29,11150,4,2018,,,
Dinwiddie,39,14393,5,2018,,,
Dinwiddie,39,16017,6,2018,,,
Dinwiddie,42,20387,7,2018,,,
Dinwiddie,41,21231,8,2018,,,
Dinwiddie,39,19988,9,2018,,,
Dinwiddie,35,13535,10,2018,,,
Dinwiddie,37,14867,11,2018,,,
Dinwiddie,33,13349,12,2018,,,
Dinwiddie,40,14875,1,2019,,,
Dinwiddie,40,17151,2,2019,,,
Dinwiddie,41,15243,3,2019,,,
Dinwiddie,42,16715,4,2019,,,
Dinwiddie,44,17820,5,2019,,,
Dinwiddie,44,18995,6,2019,,,
Dinwiddie,46,16126,7,2019,,,
Dinwiddie,48,19864,8,2019,,,
Dinwiddie,45,19485,9,2019,,,
Dinwiddie,50,15401,10,2019,,,
Dinwiddie,44,14782,11,2019,,,
Dinwiddie,45,13884,12,2019,,,
Dinwiddie,47,14658,1,2020,,,
Dinwiddie,50,16287,2,2020,,,
Dinwiddie,45,13159,3,2020,,,
Dinwiddie,49,16142.8,4,2020,,,
Dinwiddie,44,21591,5,2020,,,
Dinwiddie,44,21061.4,6,2020,,,
Dinwiddie,44,26274,7,2020,,,
Dinwiddie,42,20541,8,2020,,,
Dinwiddie,38,17355,9,2020,,,
Dinwiddie,44,17194,10,2020,,,
Dinwiddie,41,16263,11,2020,,,
Dinwiddie,42,16460,12,2020,,,
Dinwiddie,41,18274,1,2021,,,
Dinwiddie,43,16553,2,2021,,,
Dinwiddie,39,13508,3,2021,,,
Dinwiddie,40,19443,4,2021,,,
Dinwiddie,45,23847,5,2021,,,
Dinwiddie,48,19831,6,2021,,,
Dinwiddie,59,32722.6,7,2021,,,
Dinwiddie,59,32504.8,8,2021,,,
Dinwiddie,74,39656.84,9,2021,,,
Dinwiddie,79,42862.92,10,2021,,,
Dinwiddie,80,40237.4,11,2021,,,
Dinwiddie,83,43943.4,12,2021,,,
Dinwiddie,86,49071.8,1,2022,,,
Dinwiddie,89,44989.4,2,2022,,,
Dinwiddie,94,43775,3,2022,,,
Dinwiddie,100,51988.8,4,2022,,,
Dinwiddie,98,52390,5,2022,,,
Dinwiddie,107,60258,6,2022,,,
Dinwiddie,116,63825,7,2022,,,
Dinwiddie,114,60877,8,2022,,,
Dinwiddie,128,71159,9,2022,,,
Dinwiddie,123,66311.6,10,2022,,,
Dinwiddie,128,94172,11,2022,,,
Dinwiddie,139,103246,12,2022,,,
Dinwiddie,145,112417,1,2023,,,
Dinwiddie,153,112988,2,2023,,,
Dinwiddie,154,103846,3,2023,,,
Dinwiddie,160,124488,4,2023,,,
Dinwiddie,155,104980,5,2023,,,
Dinwiddie,163,127288,6,2023,,,
Dinwiddie,171,146343,7,2023,,,
Dinwiddie,163,125936,8,2023,,,
Dinwiddie,158,132383,9,2023,,,
Dinwiddie,145,106255,10,2023,,,
Dinwiddie,144,111713,11,2023,,,
Dinwiddie,143,117414,12,2023,,,
Dinwiddie,146,111734,1,2024,,,
Dinwiddie,137,121867,2,2024,,,
Dinwiddie,148,113905,3,2024,,,
Dinwiddie,150,118196,4,2024,,,
Dinwiddie,149,122846,5,2024,,,
Dinwiddie,148,128530,6,2024,,,
Dinwiddie,156,129828,7,2024,,,
Dinwiddie,159,145467,8,2024,,,
Dinwiddie,161,126499,9,2024,,,
Dinwiddie,150,112226,10,2024,,,
Dinwiddie,145,125916,11,2024,,,
Dinwiddie,150,109653,12,2024,,,
Dinwiddie,142,116270,1,2025,,,
Dinwiddie,145,121441,2,2025,,,
Dinwiddie,142,104177,3,2025,,,
Dinwiddie,143,111378,4,2025,,,
Dinwiddie,140,116936,5,2025,,,
Dinwiddie,142,115648,6,2025,,,
Essex,63,31089,7,2017,,,
Essex,61,22477,8,2017,,,
Essex,55,25356,9,2017,,,
Essex,63,22718,10,2017,,,
Essex,52,20897,11,2017,,,
Essex,49,18750,12,2017,,,
Essex,50,19032,1,2018,,,
Essex,53,21804,2,2018,,,
Essex,51,17683,3,2018,,,
Essex,59,21169,4,2018,,,
Essex,61,22944,5,2018,,,
Essex,56,23805,6,2018,,,
Essex,53,28719,7,2018,,,
Essex,57,33863,8,2018,,,
Essex,55,32026,9,2018,,,
Essex,56,21036,10,2018,,,
Essex,49,25884,11,2018,,,
Essex,54,27994,12,2018,,,
Essex,56,28566,1,2019,,,
Essex,53,25854,2,2019,,,
Essex,48,20813,3,2019,,,
Essex,57,25007,4,2019,,,
Essex,54,27381,5,2019,,,
Essex,52,32580,6,2019,,,
Essex,59,21461,7,2019,,,
Essex,60,32758,8,2019,,,
Essex,61,28861,9,2019,,,
Essex,60,26554,10,2019,,,
Essex,59,28804,11,2019,,,
Essex,61,27519,12,2019,,,
Essex,70,32232.2,1,2020,,,
Essex,69,33776.6,2,2020,,,
Essex,75,29607,3,2020,,,
Essex,66,32687.6,4,2020,,,
Essex,62,30571.2,5,2020,,,
Essex,62,33163.4,6,2020,,,
Essex,59,34346,7,2020,,,
Essex,63,35985,8,2020,,,
Essex,57,28693,9,2020,,,
Essex,57,28199,10,2020,,,
Essex,55,29415,11,2020,,,
Essex,63,36333,12,2020,,,
Essex,51,27000.2,1,2021,,,
Essex,49,25810.4,2,2021,,,
Essex,47,23327.4,3,2021,,,
Essex,53,27373,4,2021,,,
Essex,49,30310,5,2021,,,
Essex,50,27279,6,2021,,,
Essex,54,32694,7,2021,,,
Essex,65,36165,8,2021,,,
Essex,64,38192,9,2021,,,
Essex,64,32307,10,2021,,,
Essex,68,34388,11,2021,,,
Essex,78,41342,12,2021,,,
Essex,85,48328,1,2022,,,
Essex,86,43840,2,2022,,,
Essex,85,43648,3,2022,,,
Essex,91,52111,4,2022,,,
Essex,94,49935,5,2022,,,
Essex,109,58968,6,2022,,,
Essex,105,63946,7,2022,,,
Essex,114,65670,8,2022,,,
Essex,113,64948,9,2022,,,
Essex,104,59898,10,2022,,,
Essex,104,83373,11,2022,,,
Essex,106,88275,12,2022,,,
Essex,105,91727,1,2023,,,
Essex,107,87963,2,2023,,,
Essex,96,76196,3,2023,,,
Essex,108,96530,4,2023,,,
Essex,107,84847,5,2023,,,
Essex,108,92396,6,2023,,,
Essex,108,93861,7,2023,,,
Essex,113,93980,8,2023,,,
Essex,120,103483,9,2023,,,
Essex,122,103590,10,2023,,,
Essex,120,101965,11,2023,,,
Essex,123,103046,12,2023,,,
Essex,115,95912,1,2024,,,
Essex,131,109744,2,2024,,,
Essex,122,99389,3,2024,,,
Essex,127,104485,4,2024,,,
Essex,116,101665,5,2024,,,
Essex,122,119609,6,2024,,,
Essex,126,116400,7,2024,,,
Essex,133,123584,8,2024,,,
Essex,128,108470,9,2024,,,
Essex,136,105533,10,2024,,,
Essex,136,114354,11,2024,,,
Essex,137,107653,12,2024,,,
Essex,141,118076,1,2025,,,
Essex,142,118276,2,2025,,,
Essex,135,100863,3,2025,,,
Essex,144,114491,4,2025,,,
Essex,144,121339,5,2025,,,
Essex,135,115035,6,2025,,,
Fairfax County,2493,1925000,7,2017,,,
Fairfax County,2390,1808017,8,2017,,,
Fairfax County,2424,1842253,9,2017,,,
Fairfax County,2516,1569467,10,2017,,,
Fairfax County,2376,1631819,11,2017,,,
Fairfax County,2382,1716842,12,2017,,,
Fairfax County,2308,1580539,1,2018,,,
Fairfax County,2342,1789760,2,2018,,,
Fairfax County,2299,1515244,3,2018,,,
Fairfax County,2294,1641157,4,2018,,,
Fairfax County,2277,1583368,5,2018,,,
Fairfax County,2256,1701564,6,2018,,,
Fairfax County,2298,2331330,7,2018,,,
Fairfax County,2210,2376460,8,2018,,,
Fairfax County,2169,2288454,9,2018,,,
Fairfax County,2020,1788110,10,2018,,,
Fairfax County,1957,1986175,11,2018,,,
Fairfax County,1943,1901171,12,2018,,,
Fairfax County,1927,1844762,1,2019,,,
Fairfax County,1900,2024236,2,2019,,,
Fairfax County,1903,1716536,3,2019,,,
Fairfax County,1980,1869665,4,2019,,,
Fairfax County,2090,2086857,5,2019,,,
Fairfax County,2131,2197629,6,2019,,,
Fairfax County,2201,2073417.41,7,2019,,,
Fairfax County,2209,2320342.89,8,2019,,,
Fairfax County,2225,2156462.29,9,2019,,,
Fairfax County,2288,2003934.29,10,2019,,,
Fairfax County,2316,2239421.82,11,2019,,,
Fairfax County,2328,2097368.96,12,2019,,,
Fairfax County,2377,2234400.46,1,2020,,,
Fairfax County,2417,2455883.06,2,2020,,,
Fairfax County,2371,2082962.64,3,2020,,,
Fairfax County,2337,1908966.66,4,2020,,,
Fairfax County,1689,1708637.75,5,2020,,,
Fairfax County,1963,2219320.94,6,2020,,,
Fairfax County,1999,2707679.87,7,2020,,,
Fairfax County,1915,2154646.6,8,2020,,,
Fairfax County,1796,1858997.4,9,2020,,,
Fairfax County,1910,1765120.4,10,2020,,,
Fairfax County,1727,1752016.8,11,2020,,,
Fairfax County,1716,1676539.3,12,2020,,,
Fairfax County,1642,1682994.9,1,2021,,,
Fairfax County,1627,1549171.1,2,2021,,,
Fairfax County,1639,1480076.12,3,2021,,,
Fairfax County,1652,1797130.1,4,2021,,,
Fairfax County,1689,1936290.49,5,2021,,,
Fairfax County,1815,2005373.31,6,2021,,,
Fairfax County,1974,2553205.9,7,2021,,,
Fairfax County,2047,2521077.1,8,2021,,,
Fairfax County,2211,2526471.1,9,2021,,,
Fairfax County,2277,2531745.71,10,2021,,,
Fairfax County,2308,2481773.45,11,2021,,,
Fairfax County,2394,2796655.58,12,2021,,,
Fairfax County,2485,3057473.47,1,2022,,,
Fairfax County,2548,2811788.67,2,2022,,,
Fairfax County,2603,2727064.98,3,2022,,,
Fairfax County,2727,3330732.38,4,2022,,,
Fairfax County,2791,3146247.3,5,2022,,,
Fairfax County,2828,3263232,6,2022,,,
Fairfax County,2894,3751954.99,7,2022,,,
Fairfax County,2781,3369969.47,8,2022,,,
Fairfax County,2923,3560328.19,9,2022,,,
Fairfax County,2880,3300775.08,10,2022,,,
Fairfax County,2956,3624409.32,11,2022,,,
Fairfax County,3048,3896529.05,12,2022,,,
Fairfax County,3099,4058037.52,1,2023,,,
Fairfax County,3176,3923291.98,2,2023,,,
Fairfax County,3181,3583204.51,3,2023,,,
Fairfax County,3250,4234817.46,4,2023,,,
Fairfax County,3320,3846503.55,5,2023,,,
Fairfax County,3390,4424634.64,6,2023,,,
Fairfax County,3502,4749201.52,7,2023,,,
Fairfax County,3479,4445757.6,8,2023,,,
Fairfax County,3596,5144925.66,9,2023,,,
Fairfax County,3422,4407741,10,2023,,,
Fairfax County,3502,4723245.61,11,2023,,,
Fairfax County,3592,5038315.22,12,2023,,,
Fairfax County,3699,4933691.42,1,2024,,,
Fairfax County,3787,5401536.18,2,2024,,,
Fairfax County,3820,4955572.15,3,2024,,,
Fairfax County,3904,5197733.94,4,2024,,,
Fairfax County,3988,5505145.38,5,2024,,,
Fairfax County,4051,5870181.96,6,2024,,,
Fairfax County,4173,5742007.53,7,2024,,,
Fairfax County,4227,6503051.4,8,2024,,,
Fairfax County,4256,5657520.44,9,2024,,,
Fairfax County,4013,5071018.98,10,2024,,,
Fairfax County,3994,5636287,11,2024,,,
Fairfax County,4047,5318430,12,2024,,,
Fairfax County,4129,5646976,1,2025,,,
Fairfax County,4190,5968376,2,2025,,,
Fairfax County,4219,5196604,3,2025,,,
Fairfax County,4300,5537792,4,2025,,,
Fairfax County,4356,6017847,5,2025,,,
Fairfax County,4268,5848413,6,2025,,,
Fauquier,94,53758,7,2017,,,
Fauquier,94,47253,8,2017,,,
Fauquier,94,43214,9,2017,,,
Fauquier,82,35434,10,2017,,,
Fauquier,85,41393,11,2017,,,
Fauquier,83,33470,12,2017,,,
Fauquier,84,30732,1,2018,,,
Fauquier,91,40982,2,2018,,,
Fauquier,91,32450,3,2018,,,
Fauquier,89,32934,4,2018,,,
Fauquier,96,42374,5,2018,,,
Fauquier,88,41909,6,2018,,,
Fauquier,83,55931,7,2018,,,
Fauquier,83,56945,8,2018,,,
Fauquier,77,43269,9,2018,,,
Fauquier,70,35000,10,2018,,,
Fauquier,67,42116,11,2018,,,
Fauquier,67,41001,12,2018,,,
Fauquier,69,43315,1,2019,,,
Fauquier,68,42957,2,2019,,,
Fauquier,70,38301,3,2019,,,
Fauquier,68,41760,4,2019,,,
Fauquier,84,50909,5,2019,,,
Fauquier,83,51430,6,2019,,,
Fauquier,100,68942.8,7,2019,,,
Fauquier,96,65069,8,2019,,,
Fauquier,85,44892.2,9,2019,,,
Fauquier,87,44499.4,10,2019,,,
Fauquier,89,56402.8,11,2019,,,
Fauquier,88,47809.4,12,2019,,,
Fauquier,85,50357.4,1,2020,,,
Fauquier,82,54881.6,2,2020,,,
Fauquier,90,53787.8,3,2020,,,
Fauquier,92,50877.8,4,2020,,,
Fauquier,61,43041.8,5,2020,,,
Fauquier,86,71934,6,2020,,,
Fauquier,70,64347.4,7,2020,,,
Fauquier,77,51312.2,8,2020,,,
Fauquier,79,48930.6,9,2020,,,
Fauquier,80,51931,10,2020,,,
Fauquier,80,64271,11,2020,,,
Fauquier,68,44867.8,12,2020,,,
Fauquier,71,44944.8,1,2021,,,
Fauquier,67,42146.4,2,2021,,,
Fauquier,69,43315.6,3,2021,,,
Fauquier,69,48155.2,4,2021,,,
Fauquier,66,43961,5,2021,,,
Fauquier,67,44309.2,6,2021,,,
Fauquier,72,65060.6,7,2021,,,
Fauquier,73,64211,8,2021,,,
Fauquier,81,54256.4,9,2021,,,
Fauquier,87,61864.2,10,2021,,,
Fauquier,84,62351.4,11,2021,,,
Fauquier,86,67721.05,12,2021,,,
Fauquier,93,72123.45,1,2022,,,
Fauquier,97,67608.25,2,2022,,,
Fauquier,99,65339.55,3,2022,,,
Fauquier,109,87102.55,4,2022,,,
Fauquier,112,82981.85,5,2022,,,
Fauquier,114,86644.5,6,2022,,,
Fauquier,105,98778.6,7,2022,,,
Fauquier,109,91533.6,8,2022,,,
Fauquier,113,85381.3,9,2022,,,
Fauquier,121,86340.3,10,2022,,,
Fauquier,127,109238,11,2022,,,
Fauquier,137,123046,12,2022,,,
Fauquier,138,128178,1,2023,,,
Fauquier,146,121899,2,2023,,,
Fauquier,150,107504,3,2023,,,
Fauquier,155,139973,4,2023,,,
Fauquier,161,119306,5,2023,,,
Fauquier,157,143323,6,2023,,,
Fauquier,175,172696,7,2023,,,
Fauquier,169,148375,8,2023,,,
Fauquier,186,148711,9,2023,,,
Fauquier,177,144982,10,2023,,,
Fauquier,185,153066,11,2023,,,
Fauquier,189,163941,12,2023,,,
Fauquier,185,152542,1,2024,,,
Fauquier,190,173492,2,2024,,,
Fauquier,185,158883,3,2024,,,
Fauquier,190,156569,4,2024,,,
Fauquier,198,174687,5,2024,,,
Fauquier,186,170946,6,2024,,,
Fauquier,176,167525,7,2024,,,
Fauquier,179,181593,8,2024,,,
Fauquier,167,138199,9,2024,,,
Fauquier,158,126841,10,2024,,,
Fauquier,149,135864,11,2024,,,
Fauquier,147,124331,12,2024,,,
Fauquier,150,133383,1,2025,,,
Fauquier,160,152793,2,2025,,,
Fauquier,156,122959,3,2025,,,
Fauquier,158,139808,4,2025,,,
Fauquier,164,145561,5,2025,,,
Fauquier,166,149867,6,2025,,,
Floyd,REDACTED,957,7,2017,,,
Floyd,REDACTED,850,8,2017,,,
Floyd,REDACTED,1001,9,2017,,,
Floyd,REDACTED,738,10,2017,,,
