Locality,Total Count,Total Expenditures,month,year,,,
Floyd,REDACTED,719,11,2017,,,
Floyd,REDACTED,576,12,2017,,,
Floyd,REDACTED,956,1,2018,,,
Floyd,REDACTED,1828,2,2018,,,
Floyd,REDACTED,897,3,2018,,,
Floyd,REDACTED,1377,4,2018,,,
Floyd,REDACTED,1383,5,2018,,,
Floyd,REDACTED,1445,6,2018,,,
Floyd,REDACTED,2841,7,2018,,,
Floyd,REDACTED,2262,8,2018,,,
Floyd,REDACTED,2824,9,2018,,,
Floyd,REDACTED,2972,10,2018,,,
Floyd,REDACTED,3318,11,2018,,,
Floyd,REDACTED,3216,12,2018,,,
Floyd,10,3062,1,2019,,,
Floyd,REDACTED,2518,2,2019,,,
Floyd,11,5209,3,2019,,,
Floyd,10,4588,4,2019,,,
Floyd,14,5893,5,2019,,,
Floyd,14,8069,6,2019,,,
Floyd,17,6062,7,2019,,,
Floyd,19,8847,8,2019,,,
Floyd,16,7006,9,2019,,,
Floyd,16,7103,10,2019,,,
Floyd,18,8291,11,2019,,,
Floyd,16,6295,12,2019,,,
Floyd,15,5995,1,2020,,,
Floyd,16,7425,2,2020,,,
Floyd,20,7608,3,2020,,,
Floyd,18,6166,4,2020,,,
Floyd,14,5767,5,2020,,,
Floyd,15,5805,6,2020,,,
Floyd,19,15081,7,2020,,,
Floyd,21,11637,8,2020,,,
Floyd,16,6184,9,2020,,,
Floyd,15,7245,10,2020,,,
Floyd,17,8091.59,11,2020,,,
Floyd,18,8419.06,12,2020,,,
Floyd,19,6461.37,1,2021,,,
Floyd,13,5942.58,2,2021,,,
Floyd,16,5170.97,3,2021,,,
Floyd,14,6252.27,4,2021,,,
Floyd,14,6115.78,5,2021,,,
Floyd,14,7038.32,6,2021,,,
Floyd,23,15634.11,7,2021,,,
Floyd,21,13399.78,8,2021,,,
Floyd,22,13985.31,9,2021,,,
Floyd,26,15360.66,10,2021,,,
Floyd,26,14326.84,11,2021,,,
Floyd,25,13169.03,12,2021,,,
Floyd,26,14477.85,1,2022,,,
Floyd,33,16327.58,2,2022,,,
Floyd,34,17472,3,2022,,,
Floyd,38,22013.19,4,2022,,,
Floyd,36,20203.06,5,2022,,,
Floyd,36,20093.08,6,2022,,,
Floyd,36,20105.67,7,2022,,,
Floyd,35,19386.33,8,2022,,,
Floyd,29,15844.19,9,2022,,,
Floyd,31,17362.55,10,2022,,,
Floyd,34,24980.24,11,2022,,,
Floyd,38,25750.07,12,2022,,,
Floyd,34,23278.46,1,2023,,,
Floyd,31,22223.12,2,2023,,,
Floyd,33,19399.17,3,2023,,,
Floyd,34,23855.21,4,2023,,,
Floyd,36,23921.34,5,2023,,,
Floyd,36,26652.82,6,2023,,,
Floyd,42,30317.74,7,2023,,,
Floyd,37,28211.22,8,2023,,,
Floyd,35,26490.3,9,2023,,,
Floyd,34,25422.52,10,2023,,,
Floyd,41,32090.43,11,2023,,,
Floyd,46,33163.62,12,2023,,,
Floyd,41,31211.62,1,2024,,,
Floyd,47,38824.48,2,2024,,,
Floyd,49,32615.49,3,2024,,,
Floyd,47,33443.22,4,2024,,,
Floyd,45,35006.3,5,2024,,,
Floyd,44,35770.69,6,2024,,,
Floyd,46,32742.63,7,2024,,,
Floyd,43,35406.37,8,2024,,,
Floyd,48,26594.38,9,2024,,,
Floyd,42,27583.56,10,2024,,,
Floyd,39,26122,11,2024,,,
Floyd,38,22615,12,2024,,,
Floyd,37,24597,1,2025,,,
Floyd,36,22985,2,2025,,,
Floyd,36,18801,3,2025,,,
Floyd,38,22612,4,2025,,,
Floyd,39,24512,5,2025,,,
Floyd,37,23068,6,2025,,,
Fluvanna,28,15863,7,2017,,,
Fluvanna,31,14189,8,2017,,,
Fluvanna,27,13385,9,2017,,,
Fluvanna,26,10703,10,2017,,,
Fluvanna,25,14394,11,2017,,,
Fluvanna,25,11897,12,2017,,,
Fluvanna,22,9487,1,2018,,,
Fluvanna,26,10724,2,2018,,,
Fluvanna,26,11227,3,2018,,,
Fluvanna,26,10023,4,2018,,,
Fluvanna,25,9770,5,2018,,,
Fluvanna,25,12531,6,2018,,,
Fluvanna,21,10582,7,2018,,,
Fluvanna,24,13792,8,2018,,,
Fluvanna,24,12580,9,2018,,,
Fluvanna,21,8919,10,2018,,,
Fluvanna,23,12584,11,2018,,,
Fluvanna,24,11257,12,2018,,,
Fluvanna,24,10970,1,2019,,,
Fluvanna,25,14125,2,2019,,,
Fluvanna,25,12749,3,2019,,,
Fluvanna,22,12046,4,2019,,,
Fluvanna,24,13849,5,2019,,,
Fluvanna,27,15252,6,2019,,,
Fluvanna,24,13621.6,7,2019,,,
Fluvanna,28,19953.4,8,2019,,,
Fluvanna,33,16274.8,9,2019,,,
Fluvanna,36,17053.6,10,2019,,,
Fluvanna,34,17632,11,2019,,,
Fluvanna,30,12573,12,2019,,,
Fluvanna,34,14344.6,1,2020,,,
Fluvanna,36,17235.8,2,2020,,,
Fluvanna,37,15665,3,2020,,,
Fluvanna,33,13034.6,4,2020,,,
Fluvanna,27,13372.5,5,2020,,,
Fluvanna,31,17560.7,6,2020,,,
Fluvanna,30,19720.8,7,2020,,,
Fluvanna,25,12663,8,2020,,,
Fluvanna,26,12712,9,2020,,,
Fluvanna,29,12633,10,2020,,,
Fluvanna,27,13484,11,2020,,,
Fluvanna,25,11782,12,2020,,,
Fluvanna,25,11944,1,2021,,,
Fluvanna,26,12254,2,2021,,,
Fluvanna,26,11138,3,2021,,,
Fluvanna,24,13181,4,2021,,,
Fluvanna,23,12606,5,2021,,,
Fluvanna,24,11948,6,2021,,,
Fluvanna,30,20678.4,7,2021,,,
Fluvanna,35,21435.4,8,2021,,,
Fluvanna,30,15817.6,9,2021,,,
Fluvanna,38,19748.2,10,2021,,,
Fluvanna,40,22949.6,11,2021,,,
Fluvanna,41,26158.4,12,2021,,,
Fluvanna,42,27854.2,1,2022,,,
Fluvanna,46,27499.6,2,2022,,,
Fluvanna,52,31731.4,3,2022,,,
Fluvanna,53,35080.6,4,2022,,,
Fluvanna,60,35982.6,5,2022,,,
Fluvanna,69,44428.8,6,2022,,,
Fluvanna,72,53246.2,7,2022,,,
Fluvanna,72,47492,8,2022,,,
Fluvanna,83,48565.6,9,2022,,,
Fluvanna,69,43601.2,10,2022,,,
Fluvanna,70,59764,11,2022,,,
Fluvanna,74,67421,12,2022,,,
Fluvanna,79,77610.8,1,2023,,,
Fluvanna,88,73820.53,2,2023,,,
Fluvanna,88,70935.7,3,2023,,,
Fluvanna,87,76275.7,4,2023,,,
Fluvanna,86,64739.81,5,2023,,,
Fluvanna,89,78694.06,6,2023,,,
Fluvanna,97,92172.24,7,2023,,,
Fluvanna,87,73137.82,8,2023,,,
Fluvanna,102,83854.55,9,2023,,,
Fluvanna,94,75112.07,10,2023,,,
Fluvanna,91,77683.94,11,2023,,,
Fluvanna,87,75703.94,12,2023,,,
Fluvanna,90,71381.28,1,2024,,,
Fluvanna,87,80057,2,2024,,,
Fluvanna,90,74782,3,2024,,,
Fluvanna,92,76811,4,2024,,,
Fluvanna,91,79108,5,2024,,,
Fluvanna,84,77166,6,2024,,,
Fluvanna,89,79977,7,2024,,,
Fluvanna,85,87226,8,2024,,,
Fluvanna,77,65031,9,2024,,,
Fluvanna,68,54430,10,2024,,,
Fluvanna,75,60485,11,2024,,,
Fluvanna,69,55980,12,2024,,,
Fluvanna,64,56608,1,2025,,,
Fluvanna,68,65865,2,2025,,,
Fluvanna,65,50861,3,2025,,,
Fluvanna,64,51729,4,2025,,,
Fluvanna,77,66751,5,2025,,,
Fluvanna,79,66646,6,2025,,,
Franklin City,33,11997,7,2017,,,
Franklin City,39,13737,8,2017,,,
Franklin City,43,16205,9,2017,,,
Franklin City,35,10413,10,2017,,,
Franklin City,38,13851,11,2017,,,
Franklin City,34,13966,12,2017,,,
Franklin City,34,9817,1,2018,,,
Franklin City,33,11470,2,2018,,,
Franklin City,40,12747,3,2018,,,
Franklin City,37,13869,4,2018,,,
Franklin City,39,12491,5,2018,,,
Franklin City,38,14174,6,2018,,,
Franklin City,38,17539,7,2018,,,
Franklin City,46,19247,8,2018,,,
Franklin City,48,24086,9,2018,,,
Franklin City,41,18044,10,2018,,,
Franklin City,36,18427,11,2018,,,
Franklin City,37,19122,12,2018,,,
Franklin City,36,11636,1,2019,,,
Franklin City,37,19910,2,2019,,,
Franklin City,33,14812,3,2019,,,
Franklin City,35,17008,4,2019,,,
Franklin City,40,17064,5,2019,,,
Franklin City,47,23037,6,2019,,,
Franklin City,53,22477,7,2019,,,
Franklin City,50,26133,8,2019,,,
Franklin City,51,24971,9,2019,,,
Franklin City,50,22492,10,2019,,,
Franklin City,45,24049,11,2019,,,
Franklin City,50,24313,12,2019,,,
Franklin City,45,20606,1,2020,,,
Franklin City,49,26366,2,2020,,,
Franklin City,48,25771,3,2020,,,
Franklin City,52,24745,4,2020,,,
Franklin City,37,19584,5,2020,,,
Franklin City,56,35641,6,2020,,,
Franklin City,49,26320,7,2020,,,
Franklin City,43,33090,8,2020,,,
Franklin City,39,21437,9,2020,,,
Franklin City,42,20163,10,2020,,,
Franklin City,32,16203,11,2020,,,
Franklin City,29,14288,12,2020,,,
Franklin City,27,14428,1,2021,,,
Franklin City,28,13933,2,2021,,,
Franklin City,27,12422,3,2021,,,
Franklin City,28,15173,4,2021,,,
Franklin City,27,14696,5,2021,,,
Franklin City,26,15464,6,2021,,,
Franklin City,29,17158,7,2021,,,
Franklin City,33,21531,8,2021,,,
Franklin City,34,21798,9,2021,,,
Franklin City,30,19283,10,2021,,,
Franklin City,33,19850,11,2021,,,
Franklin City,35,21472,12,2021,,,
Franklin City,41,25644,1,2022,,,
Franklin City,40,23888,2,2022,,,
Franklin City,42,24851,3,2022,,,
Franklin City,42,27959,4,2022,,,
Franklin City,44,25552,5,2022,,,
Franklin City,43,26580.41,6,2022,,,
Franklin City,47,27985.32,7,2022,,,
Franklin City,54,30338.16,8,2022,,,
Franklin City,56,37433.4,9,2022,,,
Franklin City,59,32048.51,10,2022,,,
Franklin City,56,42041.78,11,2022,,,
Franklin City,55,41957.39,12,2022,,,
Franklin City,58,40726.41,1,2023,,,
Franklin City,61,47083.76,2,2023,,,
Franklin City,60,40489.6,3,2023,,,
Franklin City,60,44927.34,4,2023,,,
Franklin City,63,37785.27,5,2023,,,
Franklin City,64,48608.58,6,2023,,,
Franklin City,75,55074.72,7,2023,,,
Franklin City,81,62195.21,8,2023,,,
Franklin City,82,66651.61,9,2023,,,
Franklin City,71,46289.96,10,2023,,,
Franklin City,71,51996.74,11,2023,,,
Franklin City,68,57356.66,12,2023,,,
Franklin City,75,54979.16,1,2024,,,
Franklin City,73,60705.96,2,2024,,,
Franklin City,72,54844.03,3,2024,,,
Franklin City,77,62767.37,4,2024,,,
Franklin City,87,73203.72,5,2024,,,
Franklin City,83,76094.31,6,2024,,,
Franklin City,108,86073,7,2024,,,
Franklin City,101,94764.29,8,2024,,,
Franklin City,103,89385.18,9,2024,,,
Franklin City,102,87688.9,10,2024,,,
Franklin City,106,91684,11,2024,,,
Franklin City,96,78176,12,2024,,,
Franklin City,103,82488,1,2025,,,
Franklin City,100,85176,2,2025,,,
Franklin City,103,81993,3,2025,,,
Franklin City,108,89380,4,2025,,,
Franklin City,105,91078,5,2025,,,
Franklin City,115,92432,6,2025,,,
Franklin County,120,41458,7,2017,,,
Franklin County,113,34889,8,2017,,,
Franklin County,115,33452,9,2017,,,
Franklin County,114,29693,10,2017,,,
Franklin County,107,32823,11,2017,,,
Franklin County,118,37096,12,2017,,,
Franklin County,115,33511,1,2018,,,
Franklin County,117,36100,2,2018,,,
Franklin County,114,33465,3,2018,,,
Franklin County,120,34606,4,2018,,,
Franklin County,124,38522,5,2018,,,
Franklin County,122,36438,6,2018,,,
Franklin County,112,43223,7,2018,,,
Franklin County,99,34326,8,2018,,,
Franklin County,95,32286,9,2018,,,
Franklin County,83,22222,10,2018,,,
Franklin County,86,29790,11,2018,,,
Franklin County,87,27960,12,2018,,,
Franklin County,84,26053,1,2019,,,
Franklin County,87,28076,2,2019,,,
Franklin County,87,26588,3,2019,,,
Franklin County,105,27929,4,2019,,,
Franklin County,106,27976,5,2019,,,
Franklin County,118,31902,6,2019,,,
Franklin County,135,40437.4,7,2019,,,
Franklin County,135,44463,8,2019,,,
Franklin County,143,38464.6,9,2019,,,
Franklin County,129,34453.8,10,2019,,,
Franklin County,140,39189.8,11,2019,,,
Franklin County,144,37487,12,2019,,,
Franklin County,144,37843.4,1,2020,,,
Franklin County,150,43062.4,2,2020,,,
Franklin County,145,38471.6,3,2020,,,
Franklin County,154,42606.6,4,2020,,,
Franklin County,120,48449,5,2020,,,
Franklin County,124,50383,6,2020,,,
Franklin County,115,50355,7,2020,,,
Franklin County,109,42643,8,2020,,,
Franklin County,114,46494,9,2020,,,
Franklin County,123,41964,10,2020,,,
Franklin County,111,37656.56,11,2020,,,
Franklin County,124,45528.68,12,2020,,,
Franklin County,119,42389.84,1,2021,,,
Franklin County,121,41884.42,2,2021,,,
Franklin County,119,33863.86,3,2021,,,
Franklin County,118,43239.4,4,2021,,,
Franklin County,131,47924.1,5,2021,,,
Franklin County,132,49258.4,6,2021,,,
Franklin County,158,74939.54,7,2021,,,
Franklin County,153,77413.24,8,2021,,,
Franklin County,160,66322.44,9,2021,,,
Franklin County,141,60666.4,10,2021,,,
Franklin County,141,57327.24,11,2021,,,
Franklin County,148,63961.24,12,2021,,,
Franklin County,156,73346.59,1,2022,,,
Franklin County,181,82374.31,2,2022,,,
Franklin County,181,69048.56,3,2022,,,
Franklin County,186,79708.76,4,2022,,,
Franklin County,195,76126.68,5,2022,,,
Franklin County,196,82124.34,6,2022,,,
Franklin County,196,102573.76,7,2022,,,
Franklin County,197,91050.98,8,2022,,,
Franklin County,224,93755.66,9,2022,,,
Franklin County,221,93094.66,10,2022,,,
Franklin County,231,156589.59,11,2022,,,
Franklin County,227,166967.81,12,2022,,,
Franklin County,237,165741.75,1,2023,,,
Franklin County,255,160191.88,2,2023,,,
Franklin County,248,149472.59,3,2023,,,
Franklin County,257,183698.4,4,2023,,,
Franklin County,258,155903.59,5,2023,,,
Franklin County,258,176199.19,6,2023,,,
Franklin County,259,197691.78,7,2023,,,
Franklin County,253,181764.99,8,2023,,,
Franklin County,286,172681.93,9,2023,,,
Franklin County,249,160397.53,10,2023,,,
Franklin County,260,166186.89,11,2023,,,
Franklin County,265,178063.58,12,2023,,,
Franklin County,275,170632.86,1,2024,,,
Franklin County,290,197300.61,2,2024,,,
Franklin County,283,190599.1,3,2024,,,
Franklin County,293,184296.23,4,2024,,,
Franklin County,290,196606.71,5,2024,,,
Franklin County,289,196712.36,6,2024,,,
Franklin County,289,198297.15,7,2024,,,
Franklin County,293,232870.11,8,2024,,,
Franklin County,295,181803.31,9,2024,,,
Franklin County,255,147601.14,10,2024,,,
Franklin County,272,179784,11,2024,,,
Franklin County,282,172227,12,2024,,,
Franklin County,292,188568,1,2025,,,
Franklin County,308,206892,2,2025,,,
Franklin County,301,175298,3,2025,,,
Franklin County,283,179333,4,2025,,,
Franklin County,291,190426,5,2025,,,
Franklin County,290,183113,6,2025,,,
Frederick,147,52996,7,2017,,,
Frederick,127,48667,8,2017,,,
Frederick,134,52775,9,2017,,,
Frederick,120,43129,10,2017,,,
Frederick,128,49307,11,2017,,,
Frederick,116,47181,12,2017,,,
Frederick,115,44205,1,2018,,,
Frederick,122,51392,2,2018,,,
Frederick,113,38912,3,2018,,,
Frederick,105,42106,4,2018,,,
Frederick,110,43422,5,2018,,,
Frederick,116,50720,6,2018,,,
Frederick,113,72504,7,2018,,,
Frederick,115,68979,8,2018,,,
Frederick,115,59120,9,2018,,,
Frederick,94,48977,10,2018,,,
Frederick,92,53919,11,2018,,,
Frederick,94,52257,12,2018,,,
Frederick,93,47902,1,2019,,,
Frederick,87,55235,2,2019,,,
Frederick,98,50608,3,2019,,,
Frederick,103,57807,4,2019,,,
Frederick,115,63316,5,2019,,,
Frederick,119,71969,6,2019,,,
Frederick,127,73164.4,7,2019,,,
Frederick,135,75697.8,8,2019,,,
Frederick,142,70769.4,9,2019,,,
Frederick,135,74721.2,10,2019,,,
Frederick,130,77477.2,11,2019,,,
Frederick,126,68902,12,2019,,,
Frederick,129,69217.2,1,2020,,,
Frederick,127,72488.6,2,2020,,,
Frederick,125,61205,3,2020,,,
Frederick,124,65449,4,2020,,,
Frederick,99,63853.4,5,2020,,,
Frederick,124,72034,6,2020,,,
Frederick,116,82379.8,7,2020,,,
Frederick,111,71893.8,8,2020,,,
Frederick,123,76386,9,2020,,,
Frederick,111,44842,10,2020,,,
Frederick,106,64482,11,2020,,,
Frederick,84,47464,12,2020,,,
Frederick,85,49894.4,1,2021,,,
Frederick,90,47239.4,2,2021,,,
Frederick,85,40112,3,2021,,,
Frederick,80,48650.2,4,2021,,,
Frederick,83,48967.2,5,2021,,,
Frederick,78,45437.4,6,2021,,,
Frederick,93,65240,7,2021,,,
Frederick,93,66770.6,8,2021,,,
Frederick,108,68212,9,2021,,,
Frederick,89,61229.6,10,2021,,,
Frederick,94,60032.6,11,2021,,,
Frederick,103,74176.4,12,2021,,,
Frederick,111,83978,1,2022,,,
Frederick,121,78434.8,2,2022,,,
Frederick,127,85847,3,2022,,,
Frederick,132,96980.2,4,2022,,,
Frederick,153,120456,5,2022,,,
Frederick,143,96016,6,2022,,,
Frederick,155,105379.6,7,2022,,,
Frederick,153,103296.4,8,2022,,,
Frederick,151,110261.4,9,2022,,,
Frederick,128,85948.4,10,2022,,,
Frederick,129,105292,11,2022,,,
Frederick,132,115729,12,2022,,,
Frederick,131,115343,1,2023,,,
Frederick,137,113603,2,2023,,,
Frederick,145,110946,3,2023,,,
Frederick,157,138447,4,2023,,,
Frederick,158,124440,5,2023,,,
Frederick,159,139320,6,2023,,,
Frederick,164,155349,7,2023,,,
Frederick,174,140775,8,2023,,,
Frederick,199,159084,9,2023,,,
Frederick,179,150447,10,2023,,,
Frederick,176,155597,11,2023,,,
Frederick,176,159535,12,2023,,,
Frederick,180,157855,1,2024,,,
Frederick,195,178837,2,2024,,,
Frederick,188,156882,3,2024,,,
Frederick,193,156782,4,2024,,,
Frederick,204,178658,5,2024,,,
Frederick,200,186164,6,2024,,,
Frederick,225,197857,7,2024,,,
Frederick,233,219593,8,2024,,,
Frederick,229,184355,9,2024,,,
Frederick,195,162954,10,2024,,,
Frederick,191,172602,11,2024,,,
Frederick,204,168523,12,2024,,,
Frederick,196,171677,1,2025,,,
Frederick,201,172298,2,2025,,,
Frederick,205,172508,3,2025,,,
Frederick,207,170376,4,2025,,,
Frederick,204,185449,5,2025,,,
Frederick,215,181443,6,2025,,,
Fredericksburg,155,89470,7,2017,,,
Fredericksburg,151,82776,8,2017,,,
Fredericksburg,149,83666,9,2017,,,
Fredericksburg,156,65265,10,2017,,,
Fredericksburg,149,79101,11,2017,,,
Fredericksburg,141,71281,12,2017,,,
Fredericksburg,144,69194,1,2018,,,
Fredericksburg,158,80709,2,2018,,,
Fredericksburg,159,78513,3,2018,,,
Fredericksburg,150,77962,4,2018,,,
Fredericksburg,153,69700,5,2018,,,
Fredericksburg,167,93112,6,2018,,,
Fredericksburg,160,106257,7,2018,,,
Fredericksburg,152,106092,8,2018,,,
Fredericksburg,162,113624,9,2018,,,
Fredericksburg,148,78483,10,2018,,,
Fredericksburg,138,87645,11,2018,,,
Fredericksburg,135,80285,12,2018,,,
Fredericksburg,133,74623,1,2019,,,
Fredericksburg,130,87625,2,2019,,,
Fredericksburg,138,74464,3,2019,,,
Fredericksburg,133,82504,4,2019,,,
Fredericksburg,146,102854,5,2019,,,
Fredericksburg,153,97654,6,2019,,,
Fredericksburg,150,94798.68,7,2019,,,
Fredericksburg,158,104384,8,2019,,,
Fredericksburg,157,94043.04,9,2019,,,
Fredericksburg,163,92875.44,10,2019,,,
Fredericksburg,165,114297.52,11,2019,,,
Fredericksburg,166,101948.68,12,2019,,,
Fredericksburg,170,110951.96,1,2020,,,
Fredericksburg,172,120275.8,2,2020,,,
Fredericksburg,181,112669.76,3,2020,,,
Fredericksburg,184,108771.8,4,2020,,,
Fredericksburg,141,105329.8,5,2020,,,
Fredericksburg,154,107282,6,2020,,,
Fredericksburg,157,124196,7,2020,,,
Fredericksburg,165,126711,8,2020,,,
Fredericksburg,167,116636.6,9,2020,,,
Fredericksburg,164,107888,10,2020,,,
Fredericksburg,162,113123.16,11,2020,,,
Fredericksburg,161,110016.16,12,2020,,,
Fredericksburg,155,106972.12,1,2021,,,
Fredericksburg,140,88438.12,2,2021,,,
Fredericksburg,149,88277.28,3,2021,,,
Fredericksburg,155,113019.72,4,2021,,,
Fredericksburg,162,112474.46,5,2021,,,
Fredericksburg,155,105023.86,6,2021,,,
Fredericksburg,170,151324.48,7,2021,,,
Fredericksburg,163,132727.88,8,2021,,,
Fredericksburg,167,112700.92,9,2021,,,
Fredericksburg,140,104265.84,10,2021,,,
Fredericksburg,149,98991.7,11,2021,,,
Fredericksburg,147,114980.4,12,2021,,,
Fredericksburg,149,119448.54,1,2022,,,
Fredericksburg,154,108387.86,2,2022,,,
Fredericksburg,161,116251,3,2022,,,
Fredericksburg,175,136613.28,4,2022,,,
Fredericksburg,175,128262.36,5,2022,,,
Fredericksburg,186,133371.72,6,2022,,,
Fredericksburg,189,149995.64,7,2022,,,
Fredericksburg,193,144983.44,8,2022,,,
Fredericksburg,220,167038.72,9,2022,,,
Fredericksburg,244,183876.68,10,2022,,,
Fredericksburg,242,221484.5,11,2022,,,
Fredericksburg,264,249283,12,2022,,,
Fredericksburg,270,260779.8,1,2023,,,
Fredericksburg,272,254422.88,2,2023,,,
Fredericksburg,269,226800.8,3,2023,,,
Fredericksburg,266,271660.92,4,2023,,,
Fredericksburg,263,219411.52,5,2023,,,
Fredericksburg,254,243827.6,6,2023,,,
Fredericksburg,258,286694.08,7,2023,,,
Fredericksburg,268,253037.5,8,2023,,,
Fredericksburg,291,273237.55,9,2023,,,
Fredericksburg,283,248784.85,10,2023,,,
Fredericksburg,285,277898.7,11,2023,,,
Fredericksburg,287,281746.7,12,2023,,,
Fredericksburg,289,263270.35,1,2024,,,
Fredericksburg,286,283286.05,2,2024,,,
Fredericksburg,279,257157.79,3,2024,,,
Fredericksburg,290,269885.71,4,2024,,,
Fredericksburg,292,282532.67,5,2024,,,
Fredericksburg,315,324200.68,6,2024,,,
Fredericksburg,312,321775.2,7,2024,,,
Fredericksburg,335,361387.18,8,2024,,,
Fredericksburg,333,298657.52,9,2024,,,
Fredericksburg,299,271040.36,10,2024,,,
Fredericksburg,312,313086,11,2024,,,
Fredericksburg,316,292289,12,2024,,,
Fredericksburg,339,333165,1,2025,,,
Fredericksburg,342,355659,2,2025,,,
Fredericksburg,350,312399,3,2025,,,
Fredericksburg,355,337454,4,2025,,,
Fredericksburg,351,341830,5,2025,,,
Fredericksburg,367,352958,6,2025,,,
Galax,18,4544,7,2017,,,
Galax,18,4074,8,2017,,,
Galax,19,4151,9,2017,,,
Galax,14,3329,10,2017,,,
Galax,17,3203,11,2017,,,
Galax,14,2536,12,2017,,,
Galax,18,3083,1,2018,,,
Galax,14,2510,2,2018,,,
Galax,13,2770,3,2018,,,
Galax,12,2406,4,2018,,,
Galax,11,2301,5,2018,,,
Galax,14,3283,6,2018,,,
Galax,15,4022,7,2018,,,
Galax,17,4154,8,2018,,,
Galax,13,3187,9,2018,,,
Galax,REDACTED,2078,10,2018,,,
Galax,REDACTED,2604,11,2018,,,
Galax,11,3621,12,2018,,,
Galax,10,3918,1,2019,,,
Galax,11,4559,2,2019,,,
Galax,12,2790,3,2019,,,
Galax,REDACTED,2210,4,2019,,,
Galax,11,3559,5,2019,,,
Galax,12,4311,6,2019,,,
Galax,10,3128,7,2019,,,
Galax,10,3924,8,2019,,,
Galax,10,3181,9,2019,,,
Galax,REDACTED,3051,10,2019,,,
Galax,REDACTED,3433,11,2019,,,
Galax,REDACTED,2875,12,2019,,,
Galax,REDACTED,2867,1,2020,,,
Galax,REDACTED,3140,2,2020,,,
Galax,REDACTED,2451,3,2020,,,
Galax,REDACTED,2745,4,2020,,,
Galax,REDACTED,2964,5,2020,,,
Galax,REDACTED,2835,6,2020,,,
Galax,REDACTED,3070,7,2020,,,
Galax,REDACTED,2952,8,2020,,,
Galax,REDACTED,2706,9,2020,,,
Galax,REDACTED,2740,10,2020,,,
Galax,REDACTED,2819,11,2020,,,
Galax,REDACTED,2559,12,2020,,,
Galax,REDACTED,2995,1,2021,,,
Galax,REDACTED,2591,2,2021,,,
Galax,REDACTED,2371,3,2021,,,
Galax,REDACTED,2791,4,2021,,,
Galax,REDACTED,3732.2,5,2021,,,
Galax,10,4344,6,2021,,,
Galax,10,5868,7,2021,,,
Galax,16,7706,8,2021,,,
Galax,20,8768,9,2021,,,
Galax,23,9946,10,2021,,,
Galax,26,10093,11,2021,,,
Galax,30,12380,12,2021,,,
Galax,33,14847,1,2022,,,
Galax,32,13319,2,2022,,,
Galax,42,15950,3,2022,,,
Galax,40,18476,4,2022,,,
Galax,43,17209,5,2022,,,
Galax,44,18993,6,2022,,,
Galax,50,26397,7,2022,,,
Galax,50,22552,8,2022,,,
Galax,46,20911,9,2022,,,
Galax,43,18510,10,2022,,,
Galax,48,34967,11,2022,,,
Galax,43,32179,12,2022,,,
Galax,43,32839,1,2023,,,
Galax,40,30589,2,2023,,,
Galax,39,25932,3,2023,,,
Galax,41,29271,4,2023,,,
Galax,45,27423,5,2023,,,
Galax,44,32376,6,2023,,,
Galax,53,40477,7,2023,,,
Galax,51,33637,8,2023,,,
Galax,49,38527,9,2023,,,
Galax,43,30908,10,2023,,,
Galax,54,38680,11,2023,,,
Galax,52,36122,12,2023,,,
Galax,53,38411,1,2024,,,
Galax,55,43179,2,2024,,,
Galax,51,38284,3,2024,,,
Galax,57,38196,4,2024,,,
Galax,49,34303,5,2024,,,
Galax,51,42386,6,2024,,,
Galax,59,41337,7,2024,,,
Galax,54,46023,8,2024,,,
Galax,56,39506,9,2024,,,
Galax,46,34600,10,2024,,,
Galax,46,37971,11,2024,,,
Galax,52,37273,12,2024,,,
Galax,63,46569,1,2025,,,
Galax,57,44902,2,2025,,,
Galax,55,39414,3,2025,,,
Galax,58,43116,4,2025,,,
Galax,59,46449,5,2025,,,
Galax,64,48554,6,2025,,,
Giles,23,8623,7,2017,,,
Giles,23,7354,8,2017,,,
Giles,23,9905,9,2017,,,
Giles,21,6367,10,2017,,,
Giles,23,7742,11,2017,,,
Giles,22,6905,12,2017,,,
Giles,23,7162,1,2018,,,
Giles,20,8462,2,2018,,,
Giles,22,7613,3,2018,,,
Giles,22,8056,4,2018,,,
Giles,28,10328,5,2018,,,
Giles,30,10954,6,2018,,,
Giles,30,12835,7,2018,,,
Giles,36,15821,8,2018,,,
Giles,37,17981,9,2018,,,
Giles,33,12810,10,2018,,,
Giles,33,12445,11,2018,,,
Giles,32,12184,12,2018,,,
Giles,32,11161,1,2019,,,
Giles,32,12146,2,2019,,,
Giles,30,10170,3,2019,,,
Giles,41,14443,4,2019,,,
Giles,42,16388,5,2019,,,
Giles,39,16021,6,2019,,,
Giles,42,16710,7,2019,,,
Giles,44,18810,8,2019,,,
Giles,43,14991.4,9,2019,,,
Giles,34,11078.2,10,2019,,,
Giles,31,12939.8,11,2019,,,
Giles,32,11098.6,12,2019,,,
Giles,32,12271.6,1,2020,,,
Giles,31,14970.6,2,2020,,,
Giles,31,10815.2,3,2020,,,
Giles,44,15378,4,2020,,,
Giles,37,16483,5,2020,,,
Giles,38,18117,6,2020,,,
Giles,41,23969.4,7,2020,,,
Giles,43,19291.8,8,2020,,,
Giles,46,18408.8,9,2020,,,
Giles,46,15171.6,10,2020,,,
Giles,38,15014,11,2020,,,
